fault_line_distance,slope_degree,elevation,soil_type,green_area_coverage,water_proximity,disaster_risk_index,biodiversity_index,protected_area_proximity,air_quality_index,noise_pollution_potential,transport_accessibility,infrastructure_availability,zoning_compliance,poi_density,socioeconomic_score
55509,19.97,2633,loamy,0.77,2494.15,0.58,4.33,15724.34,161,0.16,0.35,False,True,4778,53.11
1210,22.14,501,sandy,0.87,3260.78,0.15,6.19,12889.31,65,0.31,0.51,False,True,1545,73.11
32839,32.07,3969,clayey,0.38,4693.89,0.02,0.46,25285.44,97,0.5,0.32,False,False,112,78.27
23121,15.57,3198,sandy,0.4,590.48,0.4,1.82,27028.81,39,0.89,0.51,True,False,1105,17.12
63415,21.02,1950,loamy,0.04,4191.28,0.75,7.88,17179.96,489,0.73,0.73,True,True,2509,15.87
3788,5.11,704,clayey,0.87,1899.65,0.33,8.58,851.19,104,0.01,0.23,True,False,4615,10.03
98978,7.13,108,clayey,0.7,4742.63,0.32,9.02,23681.4,394,0.34,0.2,True,False,2498,41.65
4136,18.8,1128,loamy,0.82,107.79,0.64,6.06,6636.05,298,0.37,0.86,True,True,2545,28.94
98880,12.55,902,sandy,0.24,886.09,0.61,9.12,12507.61,493,0.77,0.42,True,True,2291,90.39
89025,35.21,2503,loamy,0.01,4374.95,0.71,3.39,20909.4,304,0.08,0.85,False,True,3349,36.37
30335,34.98,3306,loamy,0.78,1311.07,0.35,5.73,12408.27,130,0.1,0.83,True,True,6,88.62
38406,21.25,100,loamy,0.57,2835.99,0.12,8.3,2717.85,218,0.06,0.1,False,False,4379,81.42
85111,21.78,3474,loamy,0.2,813.53,0.69,9.1,17435.36,5,0.4,0.21,True,True,3012,58.43
30922,30.45,3589,loamy,0.19,2508.55,0.87,2.21,19519.78,40,0.01,0.22,True,False,314,80.21
1772,27.65,2453,clayey,0.11,610.65,0.69,3.16,29327.79,292,0.69,0.3,True,False,2333,5.46
65024,4.24,2708,loamy,0.27,378.23,0.68,0.47,29498.89,441,0.85,0.81,False,False,3813,32.17
87139,9.58,926,clayey,0.68,939.56,0.95,3.22,14399.59,101,0.85,0.12,False,False,2199,19.34
97102,1.67,777,clayey,0.72,3167.92,1.0,2.01,28799.04,350,0.66,0.84,False,False,316,88.06
5070,36.78,3581,loamy,0.13,3216.22,0.32,1.32,21668.81,142,0.34,0.83,False,True,836,75.23
59851,17.2,3819,loamy,0.95,321.83,0.1,3.46,1538.78,342,0.96,0.34,False,True,4710,52.52
71181,5.6,452,clayey,0.67,1902.06,0.11,6.48,2366.46,428,0.11,0.34,True,False,4252,0.46
13850,22.19,1603,sandy,0.23,1459.3,0.82,6.82,6262.3,161,0.46,0.99,False,False,4601,79.51
49165,14.66,3142,clayey,0.53,3381.83,0.75,3.59,1114.58,497,0.67,0.08,False,True,3141,96.37
26502,38.4,3819,loamy,0.73,3987.07,0.84,4.63,16131.72,296,0.52,0.0,True,True,2586,51.37
96714,14.59,3655,sandy,0.83,3758.17,0.08,8.38,10107.63,206,0.97,0.86,True,False,704,7.6
66450,3.01,960,loamy,0.22,71.46,0.42,3.84,3548.43,376,0.82,0.13,False,False,707,53.78
79480,21.47,2819,clayey,0.38,3226.06,0.67,5.09,27182.12,468,0.14,0.36,True,True,4857,95.87
96957,11.23,2442,loamy,0.98,453.36,0.2,7.67,7571.04,28,0.75,0.9,False,False,737,74.86
59125,14.97,3209,loamy,0.04,3237.85,0.4,1.57,6964.15,210,0.33,0.35,True,False,3151,3.58
6449,6.19,807,sandy,0.67,269.05,0.88,4.59,23110.42,461,0.41,0.89,False,False,3792,22.26
45706,29.07,784,loamy,0.66,43.8,0.25,3.18,1181.66,365,0.15,0.58,False,True,2852,65.1
4287,37.81,299,loamy,0.61,3766.0,0.59,1.95,29096.87,312,0.24,0.43,True,False,1079,14.41
42972,28.9,3995,loamy,0.81,316.14,0.99,9.3,12899.83,365,0.75,0.84,False,False,906,54.91
12353,34.93,2406,loamy,0.47,493.88,0.99,6.92,28814.42,490,0.76,0.75,True,False,3013,32.3
92895,0.86,3034,clayey,0.28,3039.35,0.16,0.3,10641.65,337,0.19,0.01,False,True,1294,71.04
57177,8.18,3200,clayey,0.0,3569.59,0.43,7.27,3736.56,149,0.61,0.13,True,True,1730,97.12
76552,23.1,2080,loamy,0.03,4279.09,0.28,5.9,26902.43,96,0.93,0.55,True,True,3205,84.68
66203,12.23,27,sandy,0.75,1217.75,0.8,4.38,8327.43,101,0.61,0.08,False,True,827,28.91
43449,11.27,1750,loamy,0.94,3227.77,0.17,9.5,22659.69,54,0.74,0.9,False,False,1360,25.05
94036,23.62,63,clayey,0.33,3933.69,0.68,9.74,23088.28,70,0.95,0.83,False,True,981,81.11
45646,4.93,3962,loamy,0.3,2950.7,0.33,4.04,9213.71,74,0.43,0.89,False,False,722,48.99
30760,33.62,730,sandy,0.89,4311.02,0.56,8.76,3357.34,147,0.71,0.71,False,False,2601,91.67
39483,10.78,1474,loamy,0.72,405.12,0.7,3.72,9054.49,434,0.04,0.17,True,False,260,28.09
84798,29.93,1105,sandy,0.3,1193.13,0.3,9.31,18568.28,305,0.89,0.86,True,True,2844,31.27
45500,12.0,3337,sandy,0.92,3836.33,0.42,7.2,413.56,31,0.23,0.77,True,False,1530,3.1
19774,35.4,2001,sandy,0.88,1699.42,0.89,0.69,15474.53,227,0.04,0.22,False,True,3267,94.79
10592,0.73,1052,sandy,0.08,172.76,0.87,4.41,15722.87,389,0.8,0.38,False,False,2210,93.17
16921,2.82,706,sandy,0.46,669.62,0.56,6.52,2227.54,496,0.51,0.65,False,False,3667,99.9
59126,39.36,2798,loamy,0.89,623.06,0.67,5.48,13462.98,187,0.66,0.63,False,True,1811,42.02
7629,36.99,420,clayey,0.83,1054.02,0.45,7.66,9808.49,98,0.28,0.4,False,True,1182,99.85
31625,11.95,335,loamy,0.36,3686.85,0.39,7.25,20452.62,5,0.17,0.57,False,True,4304,40.05
61243,1.42,2345,sandy,0.3,412.86,0.5,2.27,14919.79,7,0.44,0.36,False,True,2475,73.55
16148,5.63,1858,loamy,0.8,1217.09,0.79,0.63,10104.42,248,0.19,0.03,False,True,3742,3.13
41252,19.75,1646,loamy,0.65,2663.19,0.79,2.49,6952.09,198,0.6,0.35,True,True,4429,96.36
43435,15.88,3931,loamy,0.33,2003.22,0.11,3.82,6823.63,109,0.77,0.57,True,True,3094,57.96
35226,14.26,3612,clayey,0.89,76.28,0.04,7.44,27195.98,331,0.15,0.1,False,True,4907,88.87
93302,32.07,-42,loamy,0.33,4261.59,0.67,0.0,9944.88,133,0.75,0.66,False,False,2671,0.69
60240,7.88,-8,clayey,0.9,4062.63,0.63,0.81,24511.2,457,0.76,0.99,False,False,278,92.27
24923,28.74,2757,loamy,0.54,2557.94,0.36,2.79,3854.28,374,0.14,0.88,False,False,4210,40.11
88853,11.52,1506,loamy,0.18,3982.63,0.79,8.39,27186.59,42,0.36,0.75,False,False,4121,40.31
74917,0.99,2016,sandy,0.56,2169.74,0.02,1.74,5800.79,354,0.28,0.13,False,True,3524,48.21
51996,12.23,1630,sandy,0.92,4592.58,0.2,2.51,22821.26,42,0.64,0.94,False,True,2144,56.55
22049,0.95,245,sandy,0.87,2596.95,0.16,6.59,2871.7,182,0.63,0.6,True,True,647,25.24
74386,1.08,3168,clayey,0.25,4019.7,0.63,6.52,20294.98,163,0.25,0.45,True,False,4644,49.38
13260,18.6,3083,clayey,0.71,4846.77,0.32,7.36,24786.65,224,0.8,0.21,True,False,2869,78.08
75693,37.37,1156,clayey,0.99,1208.79,0.83,8.33,20687.15,456,0.28,0.48,True,True,2677,17.7
96260,17.34,2682,loamy,0.16,1289.08,0.29,1.7,6898.9,126,0.18,0.52,True,False,1138,72.03
89242,23.44,302,clayey,0.05,3148.21,0.95,2.04,1603.45,293,0.51,0.46,True,True,4843,26.92
85695,22.96,1422,loamy,0.45,2.51,0.49,7.34,3615.2,412,0.4,0.49,False,False,603,87.17
24353,26.18,2348,clayey,0.4,685.35,0.45,8.13,15547.53,435,0.47,0.97,True,False,1917,37.31
79256,19.67,2804,sandy,0.86,3338.93,0.03,7.48,25433.81,478,0.16,0.8,False,True,2936,32.48
9815,37.47,770,loamy,0.45,3928.06,0.88,2.6,16760.44,218,0.83,0.87,True,True,2418,44.45
84640,24.27,2688,clayey,0.97,1389.96,0.76,7.69,20932.83,334,0.34,0.42,True,True,1062,35.77
14857,29.06,-29,loamy,0.88,3937.78,0.05,5.21,6998.33,435,0.48,0.8,True,True,919,5.29
82754,35.23,319,clayey,0.75,4089.12,0.78,8.63,28935.91,30,0.6,0.67,False,True,4868,41.5
7361,30.87,1972,clayey,0.72,2950.91,0.27,8.2,18916.51,342,0.69,0.84,True,True,275,35.98
22515,36.38,3576,clayey,0.63,3313.9,0.67,1.57,793.02,146,0.19,0.78,False,True,3924,76.48
36292,13.71,2236,clayey,0.1,2873.57,0.53,2.96,25945.07,119,0.35,0.73,False,False,4893,30.34
79732,12.69,3795,clayey,0.03,2597.86,0.77,3.11,12382.06,316,0.61,0.16,False,False,3578,46.67
14299,13.76,2030,loamy,0.4,4846.86,0.85,0.96,15766.14,227,0.69,0.32,True,False,2744,9.11
39151,20.33,3926,loamy,0.69,604.91,0.35,8.11,27503.87,482,0.7,0.2,False,True,3957,2.72
65937,7.59,1126,clayey,0.81,3746.69,0.57,0.46,29608.54,416,0.97,0.83,True,False,4507,17.34
58674,6.91,2159,sandy,0.36,1678.72,0.82,1.1,1966.27,217,0.61,0.45,True,False,3105,83.05
52469,14.06,754,clayey,0.98,4257.42,0.91,5.24,26474.55,20,0.25,0.5,False,False,4573,86.17
5224,28.9,587,clayey,0.33,3310.66,0.18,3.19,26587.35,496,0.46,0.92,True,False,4807,11.33
21417,39.77,595,clayey,0.94,3262.27,0.41,0.32,5275.63,286,0.39,0.14,True,False,2004,85.27
27803,20.91,3887,sandy,0.62,3354.04,0.24,5.96,16486.8,431,0.64,0.61,False,False,3761,28.36
66865,21.17,3795,loamy,0.24,443.98,0.82,4.74,2079.02,250,0.07,0.21,False,False,2709,33.8
28940,37.67,3670,clayey,0.25,4069.36,0.69,3.54,28679.51,187,0.15,0.6,True,False,2310,1.75
56490,22.4,879,sandy,0.38,939.93,0.0,5.88,11810.53,346,0.06,0.14,True,False,936,42.61
57564,35.98,2631,loamy,0.76,3763.53,0.28,7.59,22024.97,111,0.28,0.98,True,False,62,86.66
53990,22.0,835,loamy,0.31,647.32,0.63,6.55,10735.74,393,0.8,0.75,True,True,1719,89.12
30921,38.66,2449,clayey,0.7,358.05,0.22,0.13,9275.56,283,0.55,0.46,False,True,3788,66.01
28745,30.17,1759,clayey,0.67,688.54,1.0,5.37,7625.76,198,0.84,0.39,True,True,3626,56.78
99335,9.39,3505,loamy,0.28,3435.51,0.02,3.45,19939.61,116,0.55,0.26,True,True,933,98.47
62377,24.44,3144,clayey,0.95,3267.15,0.55,9.48,15187.21,315,0.86,0.42,True,True,3511,96.77
36814,28.78,2050,clayey,0.37,1560.38,0.01,2.49,23194.46,242,0.98,0.24,True,False,644,68.99
92494,19.47,2447,clayey,0.16,1779.81,0.62,7.9,23033.44,322,0.55,0.29,False,False,3738,83.33
19080,17.92,-49,sandy,0.08,354.62,0.0,7.37,3657.94,169,0.17,0.45,True,False,1614,10.12
28272,35.69,1665,clayey,0.29,419.42,0.16,7.87,23318.3,271,0.95,0.98,False,False,747,72.48
44015,11.87,2683,clayey,0.67,2056.49,0.21,1.31,1224.46,79,0.86,0.69,False,True,3118,35.78
85512,17.79,200,sandy,0.36,1012.04,0.76,4.78,2049.31,103,0.35,0.03,False,True,2060,15.2
2645,27.82,930,sandy,0.53,1139.83,0.87,2.29,12516.97,472,0.14,0.71,False,False,1112,36.35
58403,25.01,2305,clayey,0.42,1394.57,0.02,9.55,13398.38,251,0.38,0.32,True,False,965,96.0
70168,23.59,3308,loamy,0.71,314.97,0.09,0.96,4887.79,171,0.83,0.87,True,True,4821,27.95
63451,35.99,2425,sandy,0.63,1114.08,0.98,4.89,9196.14,12,0.43,0.58,False,False,927,37.69
69219,26.03,3057,sandy,0.45,3161.05,0.91,1.49,10883.16,121,0.64,0.99,False,True,2827,79.69
47789,9.19,1247,clayey,0.16,1780.21,0.1,8.12,8877.99,233,0.98,0.08,False,False,2975,83.23
31822,18.43,2090,clayey,0.41,3266.42,0.29,6.16,19896.58,405,0.78,0.11,True,True,102,35.75
79936,27.79,1924,loamy,0.43,4030.14,0.8,0.75,27500.2,361,0.19,0.84,False,True,3273,21.76
54973,2.48,298,loamy,0.53,3516.33,0.84,5.14,25611.51,54,0.23,0.01,False,True,3030,44.31
84158,30.19,543,loamy,0.25,396.16,0.01,5.71,27859.97,416,0.32,0.74,True,False,4456,84.17
21557,28.3,3936,sandy,0.58,1212.03,0.93,9.57,21535.99,339,0.67,0.17,True,True,4892,99.79
18116,32.3,2070,clayey,0.52,3764.49,0.72,9.97,14305.61,34,0.08,0.28,True,True,2932,75.52
25477,2.69,897,sandy,0.43,3236.15,0.15,0.62,13401.99,334,0.56,0.82,True,False,4329,3.63
34552,4.45,3568,loamy,0.45,4839.39,0.44,9.81,3148.11,380,0.1,0.94,True,False,4356,77.66
94127,0.78,3628,clayey,0.38,3875.45,0.63,5.41,11588.51,358,0.99,0.83,False,False,850,4.9
4662,27.39,247,loamy,0.98,946.15,0.3,8.46,26993.07,449,0.72,0.62,True,False,955,71.65
37957,22.7,521,sandy,0.09,3673.05,0.27,1.79,4792.95,15,0.51,0.06,False,True,4580,67.01
98047,22.51,3653,clayey,0.67,191.61,0.37,0.09,13023.97,460,0.96,0.0,True,False,1034,99.0
34682,38.85,3744,loamy,0.16,4056.42,0.64,1.77,220.12,122,0.73,0.41,True,False,3617,73.62
74408,18.59,1623,clayey,0.13,2115.25,0.91,6.75,27692.12,361,0.34,0.15,False,False,4900,63.07
27468,14.27,1765,loamy,0.73,4554.48,0.81,6.57,11391.33,205,0.98,0.27,False,True,3148,61.04
23517,36.26,870,sandy,0.3,3934.67,0.77,4.11,29670.29,405,0.82,0.61,True,False,3992,6.99
5565,16.42,598,clayey,0.64,1312.09,0.31,9.65,15696.09,154,0.25,0.2,False,True,3430,34.96
99949,16.31,3429,loamy,0.55,1931.95,0.92,3.52,6765.34,385,0.48,0.39,False,False,2602,59.36
60854,31.43,2560,sandy,0.42,2865.48,0.35,9.23,20388.46,18,0.12,0.11,True,True,3163,8.15
76335,18.21,3647,clayey,0.56,3072.8,0.72,9.53,99.53,437,0.53,0.44,False,False,4172,37.91
14062,30.49,562,sandy,0.09,248.74,0.63,8.7,16337.58,226,0.75,0.57,True,False,4811,92.01
74488,25.53,3304,sandy,0.09,271.65,0.72,3.27,8266.85,177,0.37,0.62,False,True,1458,86.45
45079,27.26,3297,loamy,0.53,550.48,0.19,3.35,7583.29,327,0.74,0.94,False,True,2088,62.72
25845,5.27,2008,clayey,0.31,2523.39,0.39,8.5,3134.43,334,0.91,0.04,True,True,366,68.82
85222,34.14,2059,sandy,0.95,516.11,0.74,9.46,7449.51,389,0.82,0.59,False,False,831,74.88
5695,27.15,1322,clayey,0.76,897.45,0.67,1.37,1730.71,295,0.07,0.29,False,False,4051,2.76
50229,26.42,41,loamy,0.99,4774.92,0.68,7.64,16565.4,298,0.58,0.88,False,False,4639,65.43
99023,0.78,1730,sandy,0.29,4167.82,0.1,6.73,10598.2,112,0.33,0.43,False,True,2906,40.5
98127,30.14,1131,loamy,0.82,2754.64,0.46,5.86,29483.95,358,0.96,0.98,False,False,823,10.64
86205,9.8,1021,loamy,0.09,3543.26,0.03,3.77,9403.92,96,0.99,0.18,False,True,2590,97.13
18138,23.9,3797,sandy,0.73,336.4,0.25,9.9,18112.8,124,0.31,0.29,False,True,1309,77.65
80011,2.33,3978,loamy,0.43,168.88,0.18,5.28,11887.99,380,0.57,0.06,True,True,2903,47.23
37732,8.45,1393,sandy,0.83,4085.03,0.58,7.86,19958.32,400,0.13,0.79,True,True,750,94.5
91802,17.67,2374,clayey,0.89,2925.22,0.88,5.05,5062.84,373,0.75,0.91,False,True,2707,11.68
70811,24.41,359,clayey,0.69,1793.55,0.22,5.57,27436.82,145,0.1,0.63,True,True,3262,8.66
10105,20.72,1035,clayey,0.21,2914.22,0.45,9.78,11583.8,32,0.9,0.45,False,True,2000,18.5
71039,36.77,40,loamy,0.23,4064.23,0.59,3.19,8741.28,35,0.52,0.87,False,False,2245,50.04
26239,14.26,3436,loamy,0.79,3082.81,0.15,8.66,20697.92,157,0.43,0.06,True,False,2398,69.6
32997,4.58,2806,loamy,0.86,2620.78,0.96,1.85,4892.52,20,0.19,0.42,True,False,4414,46.76
63697,26.21,503,sandy,0.07,3695.99,0.37,6.33,25364.79,235,0.1,0.73,True,True,627,18.24
3890,10.31,3021,clayey,0.02,2011.94,0.54,3.55,20887.87,125,0.09,0.97,True,False,399,99.74
91803,38.1,3887,loamy,0.62,3250.88,0.2,1.0,14595.58,458,0.23,0.97,True,True,3226,83.29
9083,27.9,3271,sandy,0.54,97.68,0.76,8.68,27543.55,391,0.08,0.91,True,False,3394,63.87
82806,9.32,2655,sandy,0.7,1399.51,0.65,1.29,5805.47,312,0.16,0.08,False,True,3111,66.26
74036,29.9,2709,clayey,0.54,4340.51,0.37,5.23,12629.9,267,0.47,0.65,False,False,4740,62.76
69325,19.68,1800,loamy,0.26,4301.27,0.76,1.59,14799.48,102,0.55,0.88,False,True,3317,87.61
65489,33.37,1790,sandy,0.1,4800.51,0.63,8.27,18852.03,312,0.4,0.11,True,False,2545,82.56
61329,20.87,3215,loamy,0.29,295.98,0.78,9.88,16300.29,466,0.85,0.3,False,True,2508,37.32
43014,25.14,264,sandy,0.35,2747.09,0.02,4.88,22938.3,372,0.02,0.54,True,False,2719,57.76
27346,12.28,242,sandy,0.1,3745.57,0.09,0.01,17280.7,97,0.05,0.44,False,False,2580,55.33
5223,32.72,2203,clayey,0.24,3614.39,0.64,3.19,13667.53,471,0.37,0.12,True,False,3860,1.17
25507,0.24,2072,sandy,0.19,1715.61,0.65,8.09,24278.72,108,0.2,0.62,True,True,3504,49.08
58523,26.23,2387,loamy,0.41,609.86,0.89,0.31,1992.08,130,0.61,0.2,True,False,2705,36.0
17120,33.23,2635,clayey,0.76,4393.44,0.27,5.44,9340.32,188,0.59,0.09,True,False,4721,21.36
95415,11.63,1812,sandy,0.88,2874.73,0.86,8.25,20358.81,170,0.8,0.01,True,False,591,58.22
84093,2.45,1560,loamy,0.58,98.25,0.76,8.46,28261.95,313,0.04,0.99,True,True,1794,55.11
31956,27.17,385,clayey,0.09,4551.06,0.54,5.79,29217.09,332,0.48,0.15,False,True,3930,36.49
88563,26.68,481,sandy,0.7,3833.51,0.41,8.23,8941.31,271,0.8,0.32,True,False,2086,31.6
85590,25.0,2233,clayey,0.43,3362.19,0.59,7.82,553.26,477,0.34,0.45,False,True,1870,42.75
73498,1.65,1724,clayey,0.71,2218.76,0.1,8.67,12174.85,5,0.55,0.74,True,True,2662,20.41
65726,27.6,1844,sandy,0.53,1157.71,0.73,4.79,21266.44,354,0.15,0.8,False,False,3653,59.23
90786,12.8,2798,sandy,0.2,2174.63,0.33,5.78,1028.66,202,0.04,0.78,True,False,1100,69.57
29476,7.24,766,loamy,0.19,2969.05,0.05,9.12,25753.68,369,0.12,0.94,True,True,4524,18.73
98472,2.43,2199,loamy,0.64,4888.54,0.41,5.71,17347.92,108,0.04,0.71,False,True,1844,43.72
16149,12.87,257,clayey,0.21,2103.82,0.79,3.8,12359.94,403,0.92,0.98,True,False,912,88.53
68210,29.75,-46,sandy,0.75,2032.49,0.23,3.03,9733.48,116,0.08,0.29,False,True,1841,43.41
28838,13.26,486,clayey,0.53,4954.16,0.57,6.87,23098.93,162,0.38,0.91,False,True,2534,65.97
1423,36.77,2954,sandy,0.83,3957.55,0.61,8.05,13303.18,26,0.59,0.87,True,True,4236,42.33
86804,20.77,1297,loamy,0.07,2971.27,0.87,8.61,28614.26,136,0.88,0.91,False,False,704,27.7
11035,37.42,3234,loamy,0.52,2189.41,0.0,7.05,10294.89,162,0.94,0.95,True,True,3970,51.93
86560,24.51,3198,sandy,0.65,4168.84,0.4,3.38,4047.55,425,0.66,0.84,False,True,3679,91.73
93470,10.64,2438,loamy,0.91,3471.59,0.28,5.33,1955.89,361,0.24,0.49,True,True,1342,9.32
10302,23.0,3851,sandy,0.97,1435.34,0.76,8.05,16634.77,215,0.14,0.43,True,True,3137,11.3
20125,33.91,899,clayey,0.2,2109.69,0.37,5.18,24170.49,162,0.06,0.59,False,False,701,13.59
57276,14.92,3744,sandy,0.45,4914.28,0.79,0.8,28731.98,93,0.15,0.42,True,False,2938,43.25
96758,15.68,3835,sandy,0.12,4426.72,0.54,5.87,3616.46,210,0.59,0.74,False,False,3211,12.19
88567,35.44,1788,clayey,0.01,2081.19,0.08,2.37,14109.73,4,0.49,0.42,True,True,3621,96.74
93545,6.0,852,clayey,0.45,985.67,0.62,4.86,25175.21,252,0.53,0.28,False,False,3325,10.52
35367,3.82,1526,sandy,0.77,900.91,0.41,6.22,4771.38,232,0.93,0.17,False,False,2117,93.72
71343,9.72,2482,loamy,0.13,2151.81,0.04,6.84,24618.56,170,0.91,0.21,True,False,2752,14.4
40147,12.62,67,sandy,0.67,685.64,0.57,7.04,24002.99,424,0.98,0.47,False,True,271,41.66
54270,16.85,3448,loamy,0.11,1503.17,0.97,3.21,25075.94,271,0.61,0.87,True,False,4378,83.66
42197,28.84,939,loamy,0.46,4970.81,0.6,6.51,5563.04,203,0.69,0.45,True,True,3441,68.98
80433,36.8,3983,loamy,0.55,1596.88,0.48,5.22,8254.73,416,0.36,0.61,True,True,1473,38.43
52808,33.65,2325,sandy,0.24,339.71,0.5,7.6,27685.95,214,0.44,0.02,True,True,2699,93.52
47203,22.05,299,loamy,0.44,1587.53,0.75,0.53,20325.78,101,0.3,0.44,True,True,2473,14.68
56899,6.08,3126,clayey,0.33,1813.17,0.07,1.17,15784.48,423,0.97,0.48,False,False,714,76.42
59635,24.14,507,sandy,0.8,4429.33,0.09,3.3,14150.08,71,0.08,0.74,False,False,396,12.95
58473,16.26,1147,loamy,0.6,3466.47,0.5,4.56,18649.69,411,0.18,0.72,False,True,2134,48.46
69563,14.33,1998,sandy,0.46,2921.92,0.26,7.06,15126.45,362,0.36,0.76,False,False,671,35.55
14206,8.09,2843,loamy,0.99,1010.31,0.31,0.91,14869.56,415,0.68,0.87,False,False,958,31.51
28042,1.59,199,clayey,0.88,2412.2,1.0,2.0,12327.22,292,0.88,0.83,True,True,1631,91.32
82513,20.36,348,sandy,0.23,788.5,0.65,2.29,19725.13,266,0.36,0.16,False,False,2590,97.76
4932,16.06,3781,clayey,0.33,1767.41,0.38,7.26,18301.06,5,0.45,0.96,True,True,4716,93.77
27660,17.86,2176,sandy,0.45,4185.79,0.87,0.11,13225.65,411,0.63,0.52,True,True,3791,43.23
8033,22.97,3815,loamy,0.82,1395.33,0.93,2.42,16680.09,139,0.95,0.79,False,True,265,10.04
24542,20.26,3395,clayey,0.39,4815.03,0.59,3.1,15597.8,319,0.1,0.78,True,False,437,71.17
67098,5.52,649,clayey,0.17,4792.0,0.68,5.56,21597.22,359,0.6,0.92,False,True,1405,68.18
42602,3.89,1454,sandy,0.78,4876.48,0.46,4.86,9384.24,390,0.51,0.56,False,False,4621,41.07
37967,3.3,848,sandy,0.75,1224.86,0.44,7.56,3984.16,127,0.03,0.83,True,False,3845,24.26
4026,3.22,303,clayey,0.83,354.93,0.49,6.8,27445.06,354,0.93,0.05,False,True,1628,21.51
11725,7.97,2398,loamy,0.02,4677.94,0.59,9.36,6898.58,0,0.59,0.4,True,False,3327,41.1
68877,32.99,265,sandy,0.49,3898.49,0.45,6.42,6661.08,123,0.74,0.9,True,False,102,42.8
40481,15.97,1657,clayey,0.86,4415.09,0.63,1.01,17411.16,354,0.01,0.24,True,True,4926,15.09
69591,18.12,2516,sandy,0.87,743.36,0.77,6.85,13482.57,61,0.25,0.14,True,False,4676,84.63
99544,38.59,869,clayey,0.46,3282.24,0.19,7.43,19574.94,443,0.55,0.97,False,True,4797,58.44
47022,29.57,1137,loamy,0.92,2028.91,0.33,0.87,27324.49,76,0.59,0.33,True,False,4595,86.28
89141,1.34,3411,clayey,0.86,402.66,0.63,3.75,18077.27,404,0.04,0.51,False,True,2896,98.61
89275,2.89,2077,loamy,0.46,3323.95,0.1,3.34,466.65,468,0.53,0.69,False,True,506,41.4
33753,4.25,2501,loamy,0.68,3937.31,0.5,3.86,10669.83,446,0.97,0.81,False,False,3464,98.31
73066,23.6,3559,clayey,0.23,2736.31,0.19,2.19,20973.05,367,0.43,0.8,True,False,2180,64.24
2573,5.82,3278,loamy,0.64,1120.82,0.16,9.81,13676.75,304,0.45,0.05,False,False,2620,20.99
82634,24.45,54,sandy,0.8,2915.62,0.22,5.49,13044.9,314,0.95,0.24,True,False,3158,12.39
79802,14.17,1894,clayey,0.7,1044.06,0.46,4.91,3648.62,259,0.89,0.27,False,False,681,85.71
5544,11.79,2894,sandy,0.65,4418.71,0.46,3.84,15066.04,452,0.41,0.46,False,True,3906,96.15
29985,6.3,3426,sandy,0.21,1985.51,0.07,6.69,14224.09,72,0.37,0.41,True,False,1542,88.37
14207,12.68,3578,loamy,0.2,2276.45,0.77,5.94,11311.31,427,0.97,0.04,True,True,2641,94.16
36411,2.26,1738,sandy,0.81,1113.72,0.42,8.2,3319.92,311,0.53,0.52,False,False,2623,9.17
18675,30.02,1705,sandy,0.06,370.79,0.34,0.22,19347.51,226,0.75,0.31,True,True,4661,31.3
28245,29.92,3648,loamy,0.13,65.51,0.08,3.94,15077.23,53,0.64,0.19,False,False,3694,58.35
2110,24.81,3146,sandy,0.61,3242.17,0.47,9.59,2799.15,219,0.88,0.71,True,True,4875,56.62
24096,0.48,3973,clayey,0.31,4846.13,0.91,7.28,726.29,387,0.96,0.96,False,True,2613,7.69
28260,6.48,322,loamy,0.71,4412.48,0.56,2.01,13361.74,357,0.6,0.01,False,False,3323,46.65
45983,23.38,844,clayey,0.98,2050.62,0.54,2.48,20314.89,454,0.77,0.85,False,False,1218,5.93
97151,18.41,12,sandy,0.49,3817.69,0.5,1.5,28746.77,336,0.75,0.26,True,False,4499,41.64
59207,9.14,1997,loamy,0.78,2708.45,0.4,1.57,4184.92,203,0.14,0.83,True,True,2415,69.31
69535,21.53,39,sandy,0.8,2550.52,0.32,0.5,13825.58,39,0.11,0.78,False,True,1475,6.57
31154,27.09,1940,clayey,0.29,4580.47,0.79,3.22,518.94,120,0.18,0.9,False,True,2631,70.68
57843,19.82,1873,sandy,0.18,2728.66,0.91,8.99,29013.65,297,0.86,0.51,False,True,3091,27.09
18960,16.81,2843,clayey,0.56,3916.47,0.14,6.83,27840.23,278,0.83,0.02,False,False,2991,69.89
44235,3.67,2049,clayey,0.62,3573.34,0.32,1.23,2462.51,326,0.39,0.43,True,False,4644,55.73
5116,33.65,1369,sandy,0.83,3569.59,0.4,6.97,21786.72,151,0.82,0.94,False,False,3905,69.83
48237,29.5,1476,clayey,0.45,2521.78,0.15,7.02,13727.9,371,0.97,0.08,False,True,433,37.9
43292,31.01,2579,clayey,0.92,3834.94,0.16,0.73,25633.48,494,0.67,0.7,True,False,456,58.8
40295,36.26,1886,clayey,0.18,460.83,0.03,5.85,4839.16,237,0.86,0.02,False,True,2972,59.63
40607,9.67,2996,sandy,0.83,4153.23,0.84,2.87,23483.55,43,0.18,0.23,False,False,2251,57.49
8581,24.23,2148,clayey,0.27,672.02,0.3,2.74,17904.1,172,0.82,0.78,False,True,2846,96.3
49901,22.47,3799,clayey,0.14,3061.58,0.78,3.43,12441.64,479,0.29,0.72,True,False,3512,62.09
